subID,onset,offset,refID,cue,type,instigator,extra-cue,prop-target,prop-other,cat-1,cat-2,cat-3,cat-4,cat-5,cat-6,cat-7,cat-8,cat-9,cat-10,cat-11,cat-12,cat-13,cat-14,cat-15,cat-16,cat-17,cat-18,cat-19,cat-20,cat-21,cat-22,cat-23,cat-24,cat-25
1234,33.971,34.893,6,2,3,1,1,0.53764,0.28168,0,0,0.28168,0,0,0.53764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,35.768,36.517,6,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,37.367,38.737,6,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,39.837,41.081,6,1,3,1,2,0.81526,0.13116,0,0,0.13116,0,0,0.81526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,44.684,45.496,6,1,3,1,2,0.71721,0,0,0,0,0,0,0.71721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,47.956,55.287,11,1,3,0,3,0.64846,0.05456,0,0,0,0,0,0.05456,0,0,0,0,0.64846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,59.193,60.154,11,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,75.182,78.867,9,1,3,0,2,0.94086,0.050092,0,0,0,0,0,0,0,0,0.94086,0,0.050092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,80.452,81.063,9,1,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,86.429,87.511,9,1,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,89.974,91.354,9,1,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,99.766,100.52,9,1,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,109.07,110.2,6,1,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,199.53,201.43,15,1,3,0,2,0.4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4032,0,0,0,0,0,0,0,0,0,0
1234,206.24,207.24,15,1,3,1,1,0,0.22514,0,0,0,0,0,0,0,0,0,0,0.22514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,208.12,208.97,15,1,3,1,1,0,0.88243,0,0,0,0,0,0,0,0,0,0,0.35272,0,0,0,0,0,0,0,0,0,0,0,0.5297,0,0
1234,216.29,219.97,15,1,3,1,1,0.39244,0.58041,0,0,0,0,0,0,0,0,0.0011169,0.30775,0,0,0.27154,0,0.39244,0,0,0,0,0,0,0,0,0,0
1234,224.29,225.02,15,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1234,231.8,233.63,25,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1234,244.97,247.69,22,1,3,1,1,0.74258,0.098066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098066,0,0,0,0,0,0,0.74258,0,0,0
1234,250.39,252.67,22,1,3,1,1,0,0.97926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10399,0,0,0.87528,0,0,0,0,0,0,0
1234,250.39,252.67,22,1,3,1,1,0,0.97926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10399,0,0,0.87528,0,0,0,0,0,0,0
1234,261.17,262.08,24,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1234,316.49,318.65,18,1,3,1,1,0,0.33071,0,0,0,0,0,0,0,0,0,0,0.33071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,316.49,318.65,18,1,3,1,1,0,0.33071,0,0,0,0,0,0,0,0,0,0,0.33071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,319.61,321.05,26,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,324.02,324.74,26,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,326.31,328.12,26,1,3,1,1,0,0.36235,0,0,0,0,0,0,0,0,0,0,0.36235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,330.65,331.7,26,1,3,1,1,0,0.17849,0,0.17849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,335.88,336.97,20,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1234,345.68,346.44,20,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1234,358.25,359.31,20,1,3,1,1,0,0.87419,0,0,0.56615,0,0,0,0,0,0,0,0,0,0,0,0.0054266,0,0,0,0,0,0,0,0.30261,0,0
1234,376.59,377.98,9,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1234,386.39,389.39,15,1,3,1,1,0,0.97436,0,0,0,0,0,0,0,0,0,0.24415,0,0.73021,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,386.39,389.39,15,1,3,1,1,0,0.97436,0,0,0,0,0,0,0,0,0,0.24415,0,0.73021,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,390.05,392.09,12,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,395.4,398.13,12,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,395.4,398.13,12,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,399.72,400.78,12,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,401.54,403.34,12,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,411.85,413.5,12,1,3,1,2,0.48484,0,0,0,0,0,0,0,0,0,0,0,0,0.48484,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,417.46,420.14,26,1,3,1,1,0,0.9751,0,0.87212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10298,0,0,0,0,0,0,0
1234,431.98,432.76,10,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0